case_id,soc_id,incident_id,alert_id,created_at,assigned_analyst_id,severity,status,resolution,resolution_reason,investigation_notes,closed_at
CASE-002148,SOC-004,,ALT-002148,2026-01-02T08:07:00Z,ANL-4012,LOW,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Traced network flow from 10.26.50.17 to determine scope of T1071.001 activity on HOST-3289.,2026-01-02T14:19:00Z
CASE-002149,SOC-004,,ALT-002149,2026-01-02T02:26:00Z,ANL-4007,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Traced network flow from 10.1.67.228 to determine scope of T1595 activity on HOST-3892.,2026-01-02T06:21:00Z
CASE-002150,SOC-004,,ALT-002150,2026-01-02T12:22:00Z,ANL-4008,CRITICAL,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,No further action required.,2026-01-02T13:14:00Z
CASE-002151,SOC-004,,ALT-002151,2026-01-02T05:28:00Z,ANL-4004,CRITICAL,CLOSED,FALSE_POSITIVE,Suspicious Binary Download — False Positive,"Closed with minimal review — T1105 alert on HOST-2214, no further action taken.",2026-01-02T06:00:00Z
CASE-002152,SOC-004,,ALT-002152,2026-01-02T02:44:00Z,ANL-4007,MEDIUM,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Analysed endpoint telemetry for HOST-4444 tied to T1567 detection.,2026-01-02T06:05:00Z
CASE-002153,SOC-004,,ALT-002153,2026-01-02T07:21:00Z,ANL-4006,MEDIUM,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Confirmed T1041 alert on HOST-1559 against recent change records.,2026-01-03T02:22:00Z
CASE-002154,SOC-004,,ALT-002154,2026-01-02T22:20:00Z,ANL-4002,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Reviewed and closed.,2026-01-03T06:34:00Z
CASE-002155,SOC-004,,ALT-002155,2026-01-02T05:32:00Z,ANL-4009,LOW,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,"Closed with minimal review — T1021.001 alert on HOST-1968, no further action taken.",2026-01-02T06:28:00Z
CASE-002156,SOC-004,,ALT-002156,2026-01-02T19:03:00Z,ANL-4007,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,Reviewed escalation criteria for HOST-4917; behaviour consistent with known baseline.,2026-01-02T23:09:00Z
CASE-002157,SOC-004,,ALT-002157,2026-01-02T14:41:00Z,ANL-4001,CRITICAL,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Validated authentication logs tied to HOST-3365 to rule out credential compromise.,2026-01-02T15:20:00Z
CASE-002158,SOC-004,,ALT-002158,2026-01-02T05:44:00Z,ANL-4012,LOW,CLOSED,TRUE_POSITIVE,Encoded PowerShell Command — True Positive,Reviewed escalation criteria for HOST-2536; behaviour consistent with known baseline.,2026-01-03T16:46:00Z
CASE-002159,SOC-004,,ALT-002159,2026-01-02T02:29:00Z,ANL-4004,LOW,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,"Closed with minimal review — T1547.001 alert on HOST-1085, no further action taken.",2026-01-02T04:03:00Z
CASE-002160,SOC-004,INC-000075,ALT-002160,2026-01-02T08:07:00Z,ANL-4008,CRITICAL,CLOSED,TRUE_POSITIVE,Encoded PowerShell Command — True Positive,No further action required.,2026-01-02T11:24:00Z
CASE-002161,SOC-004,,ALT-002161,2026-01-02T22:02:00Z,ANL-4004,LOW,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Cross-referenced 10.84.152.50 against threat intelligence feeds for HOST-2318.,2026-01-03T06:14:00Z
CASE-002162,SOC-004,,ALT-002162,2026-01-02T07:07:00Z,ANL-4007,MEDIUM,CLOSED,FALSE_POSITIVE,Suspicious Binary Download — False Positive,Checked process execution history for HOST-3951 following T1105 alert.,2026-01-02T09:48:00Z
CASE-002163,SOC-004,,ALT-002163,2026-01-02T03:21:00Z,ANL-4007,LOW,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Traced network flow from 10.172.227.194 to determine scope of T1053.005 activity on HOST-2629.,2026-01-03T19:22:00Z
CASE-002164,SOC-004,,ALT-002164,2026-01-02T10:44:00Z,ANL-4006,MEDIUM,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Analysed endpoint telemetry for HOST-2639 tied to T1071.001 detection.,2026-01-02T22:49:00Z
CASE-002165,SOC-004,,ALT-002165,2026-01-02T01:36:00Z,ANL-4011,MEDIUM,CLOSED,TRUE_POSITIVE,Encoded PowerShell Command — True Positive,Validated authentication logs tied to HOST-4813 to rule out credential compromise.,2026-01-02T03:26:00Z
CASE-002166,SOC-004,,ALT-002166,2026-01-02T14:03:00Z,ANL-4006,HIGH,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Traced network flow from 10.180.119.139 to determine scope of T1021.001 activity on HOST-2904.,2026-01-02T15:06:00Z
CASE-002167,SOC-004,,ALT-002167,2026-01-02T05:31:00Z,ANL-4005,HIGH,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,"Closed with minimal review — T1041 alert on HOST-2730, no further action taken.",2026-01-02T05:50:00Z
CASE-002168,SOC-004,,ALT-002168,2026-01-02T15:31:00Z,ANL-4011,LOW,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Investigated T1053.005 indicators on HOST-4645; no further lateral movement observed.,2026-01-03T10:35:00Z
CASE-002169,SOC-004,,ALT-002169,2026-01-02T10:27:00Z,ANL-4012,LOW,CLOSED,FALSE_POSITIVE,Suspicious PowerShell — False Positive,Analysed endpoint telemetry for HOST-3276 tied to T1059.001 detection.,2026-01-03T08:30:00Z
CASE-002170,SOC-004,,ALT-002170,2026-01-02T12:57:00Z,ANL-4010,LOW,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Traced network flow from 10.105.77.9 to determine scope of T1595 activity on HOST-2202.,2026-01-02T21:23:00Z
CASE-002171,SOC-004,,ALT-002171,2026-01-02T07:56:00Z,ANL-4010,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Manually reviewed HOST-4365 logs; findings documented against case ticket.,2026-01-02T08:49:00Z
CASE-002172,SOC-004,,ALT-002172,2026-01-02T08:55:00Z,ANL-4010,LOW,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Cross-referenced 10.44.126.60 against threat intelligence feeds for HOST-1642.,2026-01-02T13:44:00Z
CASE-002173,SOC-004,,ALT-002173,2026-01-02T23:44:00Z,ANL-4007,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Investigated T1486 indicators on HOST-2500; no further lateral movement observed.,2026-01-03T07:21:00Z
CASE-002174,SOC-004,,ALT-002174,2026-01-02T01:19:00Z,ANL-4003,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Analysed endpoint telemetry for HOST-2216 tied to T1486 detection.,2026-01-02T05:29:00Z
CASE-002175,SOC-004,,ALT-002175,2026-01-02T19:45:00Z,ANL-4008,LOW,CLOSED,FALSE_POSITIVE,Suspicious CMD Execution — False Positive,No further action required.,2026-01-03T00:49:00Z
CASE-002176,SOC-004,,ALT-002176,2026-01-02T04:27:00Z,ANL-4002,HIGH,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Validated authentication logs tied to HOST-3067 to rule out credential compromise.,2026-01-02T05:22:00Z
CASE-002177,SOC-004,,ALT-002177,2026-01-02T16:04:00Z,ANL-4001,MEDIUM,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Traced network flow from 10.38.198.89 to determine scope of T1003 activity on HOST-2090.,2026-01-02T18:36:00Z
CASE-002178,SOC-004,,ALT-002178,2026-01-02T14:49:00Z,ANL-4008,HIGH,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,No further action required.,2026-01-02T15:17:00Z
CASE-002179,SOC-004,INC-000076,ALT-002179,2026-01-02T09:55:00Z,ANL-4004,CRITICAL,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,"Closed with minimal review — T1105 alert on HOST-2342, no further action taken.",2026-01-02T10:23:00Z
CASE-002180,SOC-004,,ALT-002180,2026-01-02T00:46:00Z,ANL-4007,HIGH,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,"Closed with minimal review — T1567 alert on HOST-4885, no further action taken.",2026-01-02T01:29:00Z
CASE-002181,SOC-004,,ALT-002181,2026-01-02T12:42:00Z,ANL-4001,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,"Closed with minimal review — T1053.005 alert on HOST-2599, no further action taken.",2026-01-02T16:02:00Z
CASE-002182,SOC-004,INC-000077,ALT-002182,2026-01-02T02:47:00Z,ANL-4013,CRITICAL,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,"Closed with minimal review — T1105 alert on HOST-4289, no further action taken.",2026-01-02T03:24:00Z
CASE-002183,SOC-004,,ALT-002183,2026-01-02T23:55:00Z,ANL-4002,HIGH,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Reviewed and closed.,2026-01-03T01:19:00Z
CASE-002184,SOC-004,,ALT-002184,2026-01-02T09:58:00Z,ANL-4009,LOW,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,"Closed with minimal review — T1547.001 alert on HOST-2853, no further action taken.",2026-01-02T10:54:00Z
CASE-002185,SOC-004,,ALT-002185,2026-01-02T22:34:00Z,ANL-4009,LOW,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Reviewed escalation criteria for HOST-3383; behaviour consistent with known baseline.,2026-01-03T02:45:00Z
CASE-002186,SOC-004,,ALT-002186,2026-01-02T02:22:00Z,ANL-4007,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Analysed endpoint telemetry for HOST-3168 tied to T1595 detection.,2026-01-02T05:54:00Z
CASE-002187,SOC-004,,ALT-002187,2026-01-02T03:34:00Z,ANL-4013,CRITICAL,CLOSED,FALSE_POSITIVE,Suspicious Binary Download — False Positive,Reviewed T1105 activity on HOST-3046; correlated with source 10.136.19.149.,2026-01-02T04:20:00Z
CASE-002188,SOC-004,,ALT-002188,2026-01-02T03:56:00Z,ANL-4007,LOW,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Analysed endpoint telemetry for HOST-3409 tied to T1595 detection.,2026-01-02T07:48:00Z
CASE-002189,SOC-004,,ALT-002189,2026-01-02T02:48:00Z,ANL-4003,MEDIUM,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Reviewed and closed.,2026-01-02T06:29:00Z
CASE-002190,SOC-004,,ALT-002190,2026-01-02T15:43:00Z,ANL-4002,LOW,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Reviewed and closed.,2026-01-02T23:08:00Z
CASE-002191,SOC-004,,ALT-002191,2026-01-02T04:55:00Z,ANL-4012,LOW,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Traced network flow from 10.177.244.166 to determine scope of T1595 activity on HOST-4531.,2026-01-02T09:40:00Z
CASE-002192,SOC-004,,ALT-002192,2026-01-02T08:53:00Z,ANL-4012,CRITICAL,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Validated authentication logs tied to HOST-1112 to rule out credential compromise.,2026-01-02T09:31:00Z
CASE-002193,SOC-004,,ALT-002193,2026-01-02T20:46:00Z,ANL-4002,HIGH,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,"Closed with minimal review — T1595 alert on HOST-3762, no further action taken.",2026-01-02T21:14:00Z
CASE-002194,SOC-004,,ALT-002194,2026-01-02T09:33:00Z,ANL-4009,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Analysed endpoint telemetry for HOST-1795 tied to T1595 detection.,2026-01-02T11:56:00Z
CASE-002195,SOC-004,,ALT-002195,2026-01-02T07:37:00Z,ANL-4003,LOW,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Reviewed escalation criteria for HOST-1697; behaviour consistent with known baseline.,2026-01-02T15:14:00Z
CASE-002196,SOC-004,,ALT-002196,2026-01-02T06:59:00Z,ANL-4011,HIGH,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,"Closed with minimal review — T1053.005 alert on HOST-3192, no further action taken.",2026-01-02T07:24:00Z
CASE-002197,SOC-004,,ALT-002197,2026-01-02T17:28:00Z,ANL-4007,LOW,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Cross-referenced 10.95.140.28 against threat intelligence feeds for HOST-1320.,2026-01-03T01:44:00Z
CASE-002198,SOC-004,,ALT-002198,2026-01-02T08:16:00Z,ANL-4013,MEDIUM,CLOSED,FALSE_POSITIVE,Password Spraying Detected — False Positive,Reviewed escalation criteria for HOST-3828; behaviour consistent with known baseline.,2026-01-02T11:13:00Z
CASE-002199,SOC-004,,ALT-002199,2026-01-02T03:45:00Z,ANL-4008,LOW,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,No further action required.,2026-01-02T23:46:00Z
CASE-002200,SOC-004,,ALT-002200,2026-01-02T04:57:00Z,ANL-4001,LOW,CLOSED,FALSE_POSITIVE,Upload to Unapproved Cloud Storage — False Positive,Confirmed T1567 alert on HOST-2086 against recent change records.,2026-01-02T09:35:00Z
CASE-002201,SOC-004,,ALT-002201,2026-01-02T20:14:00Z,ANL-4008,LOW,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,No further action required.,2026-01-03T05:02:00Z
CASE-002202,SOC-004,,ALT-002202,2026-01-02T18:05:00Z,ANL-4005,LOW,CLOSED,FALSE_POSITIVE,Suspicious PowerShell — False Positive,"Closed with minimal review — T1059.001 alert on HOST-4215, no further action taken.",2026-01-02T19:00:00Z
CASE-002203,SOC-004,,ALT-002203,2026-01-02T14:59:00Z,ANL-4008,HIGH,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Traced network flow from 10.118.240.172 to determine scope of T1486 activity on HOST-3167.,2026-01-02T16:02:00Z
CASE-002204,SOC-004,,ALT-002204,2026-01-02T18:39:00Z,ANL-4002,LOW,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Reviewed and closed.,2026-01-03T02:57:00Z
CASE-002205,SOC-004,,ALT-002205,2026-01-02T16:33:00Z,ANL-4010,CRITICAL,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,"Closed with minimal review — T1105 alert on HOST-1038, no further action taken.",2026-01-02T17:01:00Z
CASE-002206,SOC-004,,ALT-002206,2026-01-02T17:07:00Z,ANL-4012,CRITICAL,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Confirmed T1486 alert on HOST-4107 against recent change records.,2026-01-02T17:41:00Z
CASE-002207,SOC-004,,ALT-002207,2026-01-02T22:22:00Z,ANL-4011,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Checked process execution history for HOST-1363 following T1021.001 alert.,2026-01-03T01:35:00Z
CASE-002208,SOC-004,,ALT-002208,2026-01-02T16:55:00Z,ANL-4005,MEDIUM,CLOSED,TRUE_POSITIVE,Encoded PowerShell Command — True Positive,Confirmed T1059.001 alert on HOST-4202 against recent change records.,2026-01-02T20:59:00Z
CASE-002209,SOC-004,,ALT-002209,2026-01-02T21:38:00Z,ANL-4012,CRITICAL,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,Confirmed T1021.001 alert on HOST-2349 against recent change records.,2026-01-02T22:17:00Z
CASE-002210,SOC-004,,ALT-002210,2026-01-02T15:50:00Z,ANL-4003,HIGH,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Reviewed and closed.,2026-01-02T16:41:00Z
CASE-002211,SOC-004,,ALT-002211,2026-01-02T12:19:00Z,ANL-4012,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,"Closed with minimal review — T1021.002 alert on HOST-3448, no further action taken.",2026-01-02T12:43:00Z
CASE-002212,SOC-004,,ALT-002212,2026-01-02T17:46:00Z,ANL-4004,MEDIUM,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,"Closed with minimal review — T1486 alert on HOST-3325, no further action taken.",2026-01-02T21:06:00Z
CASE-002213,SOC-004,,ALT-002213,2026-01-02T07:52:00Z,ANL-4013,LOW,CLOSED,FALSE_POSITIVE,Encoded PowerShell Command — False Positive,"Closed with minimal review — T1059.001 alert on HOST-1442, no further action taken.",2026-01-02T09:07:00Z
CASE-002214,SOC-004,,ALT-002214,2026-01-02T09:37:00Z,ANL-4008,MEDIUM,CLOSED,FALSE_POSITIVE,Suspicious PowerShell — False Positive,No further action required.,2026-01-02T11:48:00Z
CASE-002215,SOC-004,,ALT-002215,2026-01-02T17:36:00Z,ANL-4002,HIGH,CLOSED,TRUE_POSITIVE,Repeated Failed Logins — True Positive,Reviewed and closed.,2026-01-02T18:36:00Z
CASE-002216,SOC-004,,ALT-002216,2026-01-02T08:50:00Z,ANL-4011,HIGH,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Cross-referenced 10.79.165.67 against threat intelligence feeds for HOST-1808.,2026-01-02T16:24:00Z
CASE-002217,SOC-004,,ALT-002217,2026-01-02T20:53:00Z,ANL-4001,LOW,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,Reviewed escalation criteria for HOST-4051; behaviour consistent with known baseline.,2026-01-02T22:29:00Z
CASE-002218,SOC-004,,ALT-002218,2026-01-02T01:40:00Z,ANL-4005,MEDIUM,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Analysed endpoint telemetry for HOST-3021 tied to T1595 detection.,2026-01-02T06:34:00Z
CASE-002219,SOC-004,,ALT-002219,2026-01-02T22:19:00Z,ANL-4008,MEDIUM,CLOSED,FALSE_POSITIVE,Repeated Failed Logins — False Positive,No further action required.,2026-01-02T23:00:00Z
CASE-002220,SOC-004,,ALT-002220,2026-01-02T16:38:00Z,ANL-4013,LOW,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Investigated T1105 indicators on HOST-4906; no further lateral movement observed.,2026-01-02T20:18:00Z
CASE-002221,SOC-004,,ALT-002221,2026-01-02T04:11:00Z,ANL-4010,HIGH,CLOSED,TRUE_POSITIVE,Suspicious PowerShell — True Positive,Investigated T1059.001 indicators on HOST-2342; no further lateral movement observed.,2026-01-02T05:10:00Z
CASE-002222,SOC-004,,ALT-002222,2026-01-02T04:19:00Z,ANL-4002,LOW,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Reviewed and closed.,2026-01-02T12:28:00Z
CASE-002223,SOC-004,,ALT-002223,2026-01-02T18:23:00Z,ANL-4004,MEDIUM,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,"Closed with minimal review — T1486 alert on HOST-4466, no further action taken.",2026-01-02T19:00:00Z
CASE-002224,SOC-004,,ALT-002224,2026-01-02T09:15:00Z,ANL-4001,MEDIUM,CLOSED,FALSE_POSITIVE,Suspicious CMD Execution — False Positive,Reviewed escalation criteria for HOST-1520; behaviour consistent with known baseline.,2026-01-03T04:48:00Z
CASE-002225,SOC-004,,ALT-002225,2026-01-02T00:33:00Z,ANL-4009,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Traced network flow from 10.173.147.86 to determine scope of T1486 activity on HOST-2456.,2026-01-02T16:11:00Z
CASE-002226,SOC-004,INC-000078,ALT-002226,2026-01-02T11:06:00Z,ANL-4009,CRITICAL,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Reviewed T1105 activity on HOST-1222; correlated with source 10.234.185.93.,2026-01-03T07:08:00Z
CASE-002227,SOC-004,,ALT-002227,2026-01-02T16:02:00Z,ANL-4011,LOW,CLOSED,FALSE_POSITIVE,Suspicious CMD Execution — False Positive,"Closed with minimal review — T1059.003 alert on HOST-1037, no further action taken.",2026-01-02T17:33:00Z
CASE-002228,SOC-004,,ALT-002228,2026-01-02T06:54:00Z,ANL-4012,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Manually reviewed HOST-4945 logs; findings documented against case ticket.,2026-01-03T03:22:00Z
CASE-002229,SOC-004,,ALT-002229,2026-01-02T14:47:00Z,ANL-4008,HIGH,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,No further action required.,2026-01-02T15:54:00Z
CASE-002230,SOC-004,,ALT-002230,2026-01-02T21:11:00Z,ANL-4008,HIGH,CLOSED,TRUE_POSITIVE,Suspicious PowerShell — True Positive,No further action required.,2026-01-02T22:34:00Z
CASE-002231,SOC-004,,ALT-002231,2026-01-02T16:00:00Z,ANL-4002,CRITICAL,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,Analysed endpoint telemetry for HOST-3955 tied to T1021.002 detection.,2026-01-02T16:33:00Z
CASE-002232,SOC-004,,ALT-002232,2026-01-02T10:44:00Z,ANL-4006,LOW,CLOSED,TRUE_POSITIVE,Encoded PowerShell Command — True Positive,Investigated T1059.001 indicators on HOST-2453; no further lateral movement observed.,2026-01-02T14:58:00Z
CASE-002233,SOC-004,,ALT-002233,2026-01-02T20:56:00Z,ANL-4003,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Reviewed and closed.,2026-01-02T21:29:00Z
CASE-002234,SOC-004,,ALT-002234,2026-01-02T02:00:00Z,ANL-4006,HIGH,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,"Closed with minimal review — T1547.001 alert on HOST-4829, no further action taken.",2026-01-02T02:49:00Z
CASE-002235,SOC-004,,ALT-002235,2026-01-02T08:11:00Z,ANL-4001,CRITICAL,CLOSED,FALSE_POSITIVE,Suspicious PowerShell — False Positive,"Closed with minimal review — T1059.001 alert on HOST-1690, no further action taken.",2026-01-02T08:49:00Z
CASE-002236,SOC-004,,ALT-002236,2026-01-02T23:11:00Z,ANL-4013,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Traced network flow from 10.131.28.169 to determine scope of T1003 activity on HOST-2982.,2026-01-03T06:26:00Z
